time,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6
0.0,-0.6908645743666982,-0.16879139973266352,1.3921882395517695,1.0442111329150392,-1.220297916351087,0.000530726212591432,-1.021109861196954e-09,-0.00010000000000000005,8.236759787476285e-05,5.571976531386432e-06,8.86206515581979e-06,-1.623031203675489e-05
1.2,-0.6908645721997496,-0.23962438685490192,1.4485386236812972,1.0488481812001496,-1.2130490102919795,-0.012837213349422782,7.637474141100696e-12,-0.10471975511965148,0.0796801594674103,0.008115316497760061,0.012483465211216778,-0.02317332860839391
2.4,-0.6908645721733965,-0.3652880931354635,1.53614451139472,1.0615874051863192,-1.19428525092269,-0.048314332432893625,4.680255694474763e-11,-0.10471975511962145,0.06633075379228762,0.013257901093207186,0.018711123654871507,-0.03604698372106853
3.6,-0.6908645721602364,-0.4909517994782323,1.6075749167181965,1.0811347425944196,-1.1683051533873177,-0.09977736716763738,-1.0611490646497338e-10,-0.10471975511964413,0.0527366692812588,0.01950631697979661,0.024463376101899647,-0.049842572436532735
4.703467691,-0.6908645721999644,-0.5516759236846308,1.636090478519852,1.0935235597896087,-1.1533279837791204,-0.13086698124877955,-2.8296190814067976e-24,7.736185913681174e-18,-3.1852100087384206e-18,-1.8217279000539552e-18,-2.0729215031723104e-18,4.442167916753041e-18
